COD;REG;MUN;POPT2010;POPT2011;POPT2012;POPT2013;POPT2014;POPT2015;POPT2016;POPT2017;POPT2018;POPT2019;POPT2020;POPT2021;POPU2010;POPU2011;POPU2012;POPU2013;POPU2014;POPU2015;POPU2016;POPU2017;POPU2018;POPU2019;POPU2020;POPU2021;POPTESG2010;POPTESG2011;POPTESG2012;POPTESG2013;POPTESG2014;POPTESG2015;POPTESG2016;POPTESG2017;POPTESG2018;POPTESG2019;POPTESG2020;POPTESG2021;POPUESG2010;POPUESG2011;POPUESG2012;POPUESG2013;POPUESG2014;POPUESG2015;POPUESG2016;POPUESG2017;POPUESG2018;POPUESG2019;POPUESG2020;POPUESG2021
420005;Serrana;Abdon Batista;2653;2644;2635;2656;2643;2630;2617;2604;2577;2563;2548;2534;724;722;719;725;721;718;714;711;703;699;695;692;0;0;0;0;0;0;0;0;0;0;610;692;0;0;0;0;0;0;0;0;0;0;610;692
420010;Oeste Catarinense ;Abelardo Luz;17100;17151;17200;17584;17651;17717;17782;17847;17847;17904;17960;18015;9570;9599;9626;9841;9878;9915;9952;9988;9988;10020;10051;10082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420020;Vale do Itajai ;Agrolandia;9323;9440;9552;9957;10115;10272;10427;10581;10711;10864;11013;11160;5959;6034;6105;6364;6465;6566;6665;6763;6846;6944;7039;7133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420030;Vale do Itajai ;Agronomica;4904;4954;4985;5172;5239;5306;5371;5437;5385;5448;5509;5570;1858;1877;1889;1960;1985;2010;2035;2060;2040;2064;2087;2110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420040;Oeste Catarinense ;Agua Doce;6961;6971;6979;7110;7121;7132;7143;7154;7138;7145;7152;7160;3433;3438;3442;3506;3512;3517;3523;3528;3520;3524;3527;3531;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
420050;Oeste Catarinense ;Aguas de Chapeco;6110;6136;6160;6313;6346;6379;6412;6445;6455;6486;6515;6544;3236;3250;3262;3344;3361;3378;3396;3413;3419;3435;3450;3466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420055;Oeste Catarinense ;Aguas Frias;2424;2417;2409;2430;2419;2408;2397;2387;2378;2366;2354;2341;981;978;975;983;979;975;970;966;962;958;953;947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420060;Grande Florianopolis;Aguas Mornas;5548;5618;5685;5926;6020;6113;6206;6298;6378;6469;6559;6646;2327;2356;2384;2486;2525;2564;2603;2642;2675;2713;2751;2788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420070;Grande Florianopolis;Alfredo Wagner;9410;9453;9494;9737;9794;9850;9905;9960;9984;10036;10086;10136;2868;2881;2894;2968;2985;3002;3019;3036;3043;3059;3074;3089;0;0;0;0;0;9850;9850;9850;9850;9963;0;0;0;0;0;0;0;3002;3002;3002;3002;3040;0;0
420075;Oeste Catarinense ;Alto Bela Vista;2005;1998;1991;2007;1997;1987;1977;1967;1948;1937;1926;1915;605;603;601;606;603;600;597;594;588;584;581;578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420080;Oeste Catarinense ;Anchieta;6380;6323;6172;6145;6066;5987;5909;5832;5721;5638;5557;5477;2586;2563;2502;2491;2459;2427;2395;2364;2319;2285;2252;2220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420090;Grande Florianopolis;Angelina;5250;5210;5171;5166;5109;5053;4998;4943;4860;4801;4743;4686;1123;1114;1106;1105;1093;1081;1069;1057;1040;1027;1015;1002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420100;Serrana;Anita Garibaldi;8623;8497;8374;8230;8055;7881;7708;7537;7313;7133;6957;6783;4551;4485;4420;4344;4251;4159;4068;3978;3860;3765;3672;3580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420110;Grande Florianopolis;Anitapolis;3214;3213;3211;3259;3256;3253;3251;3248;3236;3232;3228;3223;1315;1315;1314;1333;1332;1331;1330;1329;1324;1322;1321;1319;0;1315;0;0;0;0;0;0;0;0;0;0;0;1315;0;0;0;0;0;0;0;0;0;0
420120;Grande Florianopolis;Antonio Carlos;7458;7537;7613;7906;8012;8118;8223;8327;8411;8513;8613;8712;2341;2366;2390;2482;2515;2548;2581;2614;2640;2672;2704;2735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420125;Vale do Itajai ;Apiuna;9600;9683;9764;10099;10211;10322;10432;10542;10636;10743;10848;10951;4288;4325;4361;4511;4561;4610;4660;4709;4751;4799;4845;4891;0;0;0;0;0;0;10432;0;0;0;0;0;0;0;0;0;0;0;4660;0;0;0;0;0
420127;Oeste Catarinense ;Arabuta;4193;4196;4198;4270;4273;4276;4278;4281;4266;4267;4267;4268;1307;1308;1309;1331;1332;1333;1333;1334;1330;1330;1330;1330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420130;Norte Catarinense;Araquari;24810;25860;26875;29593;31030;32454;33867;35268;36710;38129;39524;40890;23353;24341;25297;27855;29208;30548;31878;33197;34554;35890;37203;38489;1460;0;0;3000;0;0;0;0;1537;1595;1636;1629;650;0;0;600;0;0;0;0;1537;1595;1636;1629
420140;Sul Catarinense ;Ararangua;61310;61817;62308;64405;65090;65769;66442;67110;67578;68228;68867;69493;50526;50944;51348;53077;53641;54201;54755;55306;55692;56227;56754;57270;0;0;0;0;0;0;0;1076;1164;9064;9727;9972;0;0;0;0;0;0;0;1076;1164;9064;9727;9972
420150;Sul Catarinense ;Armazem;7753;7821;7886;8159;8251;8341;8431;8520;8587;8674;8759;8843;4884;4927;4968;5140;5198;5254;5311;5367;5409;5464;5518;5571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420160;Oeste Catarinense ;Arroio Trinta;3502;3503;3504;3562;3563;3563;3564;3564;3551;3550;3549;3547;2397;2398;2398;2438;2439;2439;2439;2439;2431;2430;2429;2428;2230;0;0;2438;0;0;2500;0;1920;1940;2250;2280;2230;0;0;1900;0;0;2430;0;1920;1940;2250;2280
420165;Oeste Catarinense ;Arvoredo;2260;2257;2254;2281;2276;2271;2266;2261;2246;2240;2234;2228;501;500;500;506;505;503;502;501;498;497;495;494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420170;Vale do Itajai ;Ascurra;7412;7449;7485;7683;7732;7781;7829;7877;7889;7934;7978;8021;6457;6489;6521;6693;6736;6778;6820;6862;6873;6912;6950;6988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420180;Vale do Itajai ;Atalanta;3300;3291;3281;3310;3296;3282;3268;3254;3226;3210;3195;3179;1368;1364;1360;1372;1366;1361;1355;1349;1337;1331;1324;1318;1368;0;0;0;0;0;0;0;0;0;0;0;1368;0;0;0;0;0;0;0;0;0;0;0
420190;Vale do Itajai ;Aurora;5549;5555;5561;5661;5668;5674;5681;5688;5676;5679;5683;5687;1931;1933;1935;1970;1972;1974;1977;1979;1975;1976;1978;1979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420195;Sul Catarinense ;Balneario Arroio do Silva;9586;9858;10121;10876;11248;11616;11982;12344;12705;13071;13430;13782;9391;9657;9915;10655;11019;11380;11738;12093;12447;12805;13157;13502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420205;Norte Catarinense;Balneario Barra do Sul;8430;8614;8791;9330;9580;9828;10073;10317;10550;10795;11035;11271;8035;8210;8379;8893;9131;9367;9601;9834;10056;10289;10518;10743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420200;Vale do Itajai ;Balneario Camboriu;108089;110748;113319;120926;124557;128155;131727;135268;138732;142295;145796;149227;108089;110748;113319;120926;124557;128155;131727;135268;138732;142295;145796;149227;90289;90289;90289;102787;104994;104994;117000;117000;130000;135000;138506;141764;90289;90289;90289;102787;104994;104994;117000;117000;130000;135000;138506;141764
420207;Sul Catarinense ;Balneario Gaivota;8234;8448;8655;9259;9551;9841;10128;10413;10692;10979;11260;11537;6363;6528;6688;7155;7381;7605;7827;8047;8262;8484;8701;8915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421280;Vale do Itajai ;Balneario Picarras;17078;17552;18010;19329;19976;20617;21253;21884;22511;23147;23772;24385;15500;15930;16346;17543;18130;18712;19289;19862;20431;21008;21575;22132;0;0;0;0;0;0;0;0;0;0;1;4932;0;0;0;0;0;0;0;0;0;0;1;4932
422000;Sul Catarinense ;Balneario Rincao;;;11136;11628;11824;12018;12212;12403;12570;12760;12946;13129;;;10205;10656;10835;11013;11191;11366;11519;11693;11863;12031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420208;Oeste Catarinense ;Bandeirante;2906;2886;2866;2865;2836;2808;2779;2751;2708;2678;2648;2618;931;925;918;918;909;900;890;881;868;858;848;839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420209;Oeste Catarinense ;Barra Bonita;1878;1860;1853;1842;1815;1790;1764;1739;1704;1677;1651;1625;279;276;275;274;270;266;262;258;253;249;245;241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420210;Vale do Itajai ;Barra Velha;22386;22913;23422;24943;25662;26374;27080;27781;28463;29168;29860;30539;21320;21822;22307;23755;24440;25118;25790;26458;27108;27779;28438;29085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420213;Norte Catarinense;Bela Vista do Toldo;6004;6026;6047;6191;6219;6248;6276;6304;6311;6337;6362;6386;847;850;853;873;877;881;885;889;890;894;898;901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420215;Oeste Catarinense ;Belmonte;2635;2639;2643;2692;2696;2700;2705;2709;2703;2706;2709;2712;1273;1275;1277;1301;1302;1304;1307;1309;1306;1307;1309;1310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420220;Vale do Itajai ;Benedito Novo;10336;10434;10528;10906;11037;11168;11297;11425;11526;11652;11775;11896;5804;5859;5912;6124;6198;6271;6344;6416;6472;6543;6612;6680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420230;Grande Florianopolis;Biguacu;58206;58984;59736;62383;63440;64488;65528;66558;67458;68481;69486;70471;52758;53463;54145;56544;57502;58452;59395;60328;61144;62071;62982;63875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420240;Vale do Itajai ;Blumenau;309011;312635;316139;329082;334002;338876;343715;348513;352460;357199;361855;366418;294773;298230;301573;313919;318613;323262;327878;332455;336220;340741;345182;349535;10166;15450;22818;87139;97496;106676;131151;139631;144575;149926;162048;168821;10166;15450;22818;87139;97496;106676;131151;139631;144575;149926;162048;168821
420243;Serrana;Bocaina do Sul;3290;3303;3314;3393;3408;3424;3440;3456;3460;3474;3488;3501;967;971;974;997;1002;1006;1011;1016;1017;1021;1025;1029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420250;Serrana;Bom Jardim da Serra;4395;4420;15136;16311;4598;4631;4663;4694;4712;4743;4772;4801;2397;2411;15136;16311;2508;2526;2543;2560;2570;2587;2603;2618;0;0;0;2889;0;0;0;2560;2570;2580;2580;0;0;0;2836;2889;0;0;0;2560;2570;2580;2580;0
420253;Oeste Catarinense ;Bom Jesus;2526;2563;4443;4566;2771;2821;2870;2919;2961;3010;3057;3104;1495;1517;2423;2490;1640;1670;1699;1728;1752;1781;1809;1837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420257;Oeste Catarinense ;Bom Jesus do Oeste;2132;2131;2599;2721;2158;2156;2153;2151;2146;2142;2139;2136;647;647;1538;1610;655;654;653;653;651;650;649;648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420260;Serrana;Bom Retiro;8942;9017;2130;2160;9498;9598;9698;9796;9870;9966;10060;10153;6417;6471;646;655;6816;6888;6960;7030;7083;7152;7219;7286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420245;Vale do Itajai ;Bombinhas;14293;14722;9090;9397;16897;17477;18052;18623;19193;19769;20335;20889;14293;14722;6523;6744;16897;17477;18052;18623;19193;19769;20335;20889;2558;2689;2836;0;2955;3060;3085;3427;3532;3638;3604;3428;2558;2689;0;0;2955;3060;3085;3427;3532;3638;3604;3428
420270;Vale do Itajai ;Botuvera;4468;4527;4584;4785;4864;4943;5022;5100;5169;5246;5322;5396;1310;1327;1344;1403;1426;1449;1472;1495;1516;1538;1560;1582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420280;Sul Catarinense ;Braco do Norte;29018;29351;29672;30868;31319;31765;32209;32648;33016;33450;33876;34294;23383;23651;23910;24874;25237;25597;25954;26308;26605;26954;27298;27634;0;0;0;0;0;0;0;0;6658;6723;6879;7109;0;0;0;0;0;0;0;0;6658;6723;6879;7109
420285;Vale do Itajai ;Braco do Trombudo;3457;3478;3498;3599;3627;3654;3682;3709;3718;3743;3769;3794;1898;1910;1921;1976;1991;2006;2022;2036;2041;2055;2069;2083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420287;Serrana;Brunopolis;2850;2814;2778;2741;2690;2639;2589;2539;2473;2420;2368;2318;705;696;687;678;665;653;640;628;612;599;586;573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420290;Vale do Itajai ;Brusque;105503;107764;109950;116634;119719;122775;125810;128818;131703;134723;137689;140597;102025;104211;106325;112789;115772;118728;121663;124571;127361;130282;133150;135962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420300;Oeste Catarinense ;Cacador;70762;71334;71886;74276;75048;75812;76571;77323;77863;78595;79313;80017;64457;64978;65481;67658;68361;69057;69748;70433;70925;71592;72246;72887;0;0;0;5524;3120;3339;3479;3538;3546;0;0;0;0;0;0;3016;3120;3339;3479;3538;3546;0;0;0
420310;Oeste Catarinense ;Caibi;6219;6209;6199;6274;6259;6243;6228;6213;6167;6148;6130;6112;3578;3572;3566;3610;3601;3592;3583;3575;3548;3537;3527;3516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420315;Oeste Catarinense ;Calmon;3387;3381;3375;3416;3407;3398;3389;3380;3357;3346;3335;3325;2115;2111;2108;2133;2127;2122;2116;2111;2096;2089;2083;2076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420320;Vale do Itajai ;Camboriu;62361;63967;65520;70068;72261;74434;76592;78731;80834;82989;85105;87179;59231;60756;62231;66551;68634;70698;72748;74779;76777;78824;80833;82803;0;0;0;0;0;0;0;0;1630;0;0;0;0;0;0;0;0;0;0;0;1630;0;0;0
